1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,37.543,62.175,217.05,-291.87,-59.887,-40.84,-53.159,-1.4214,-85.518,56.381,12.958,75.498,38.092,153.31,202.09,-254.23,-61.628,-6.5492,0,0
0,0,0,0,-18.771,-34.167,-150.32,294.98,62.999,41.572,56.97,-14.169,111.98,-118.61,-42.62,-159.88,-85.071,-329.92,-439.66,644.09,162.59,18.01,0,0
0,0,0,0,3.0634,6.2279,34.998,-93.999,-17.074,-9.0718,-15.466,17.049,-45.878,78.777,34.525,107.71,57.896,231.13,313.35,-543.82,-142.91,-16.498,-0,-0
0,0,-0,0,-0.16295,-0.37677,-2.7295,9.6402,1.1824,0.19039,1.0726,-3.8676,6.5715,-15.847,-7.2714,-22.472,-11.432,-52.24,-72.753,153.03,41.849,5.0341,-0,-0
